Hello,5, 
Hello,10, 
Hi,15, 
Hi,20, 
Wryyy,5, 
Wryyy,10, 
Wryyy,15, 
Wryyy,20, 
Wryyy,20, 
Wryyy,25, 
,5, 
Hi Hello,30, 
Sad boi,320, 
:(,35, 
Cedric,15, 
